0290600000,1422.0,['EC']
0290610000,11998.800000000001,['EC']
0290620000,580.38,['EC']
0290630000,Inf,None
0290640000,45723.6,[]
0290650000,Inf,None
0290660000,307.2,['B-']
0290670000,222588.0,['B-']
0290680000,31.1,['B-']
0290680001,225.0,['IT', 'B-']
0290690000,171.0,['B-']
0290700000,44.5,['B-']
0290700001,33.0,['B-', 'IT']
0290700010,6.6,['B-', 'IT']
0290710000,19.5,['B-']
0290720000,6.63,['B-']
0290730000,4.2,['B-']
0290740000,1.75,['B-']
0290750000,1.224,['B-']
0290760000,0.653,['B-']
0290760001,0.641,['B-']
0290770000,0.469,['B-']
0290780000,0.335,['B-']
0290790000,0.188,['B-']
0290800000,0.17,['B-']
0290810000,0.028,['B-']
0300540000,None,[]
0300550000,0.02,['EC']
0300560000,5e-07,[]
0300570000,0.038,['EC', 'EP']
0300580000,0.084,['EC']
0300590000,0.182,['EC']
0300600000,142.79999999999998,['EC']
0300610000,89.1,['EC']
0300610001,0.43,['IT']
0300610010,0.14,['IT']
0300620000,33336.0,['EC']
0300630000,2308.2,['EC']
0300640000,Inf,None
0300650000,21075552.0,['EC']
0300660000,Inf,None
0300670000,Inf,None
0300680000,Inf,None
0300690000,3384.0,['B-']
0300690001,49536.0,[]
0300700000,4.09968e+23,[]
0300710000,147.0,['B-']
0300710001,14256.0,['B-']
0300720000,167400.0,['B-']
0300730000,23.5,['B-']
0300730001,5.8,[]
0300730010,0.013000000000000001,['IT']
0300740000,95.6,['B-']
0300750000,10.2,['B-']
0300760000,5.7,['B-']
0300770000,2.08,['B-']
0300770001,1.05,['IT', 'B-']
0300780000,1.47,['B-']
0300790000,0.995,['B-']
0300800000,0.54,['B-']
0300810000,0.32,['B-']
0300820000,0.052,['B-']
0300830000,0.043,['B-']
0310560000,None,[]
0310570000,None,[]
0310580000,None,[]
0310590000,None,[]
0310600000,0.07,['EC']
0310610000,0.168,['EC']
0310620000,0.11612,['EC']
0310630000,32.4,['EC']
0310640000,157.61999999999998,['EC']
0310650000,912.0,['EC']
0310660000,34164.0,['EC']
0310670000,281810.88,['EC']
0310680000,4062.5999999999995,['EC']
0310690000,Inf,None
0310700000,1268.4,[]
0310710000,Inf,None
0310720000,50760.0,['B-']
0310720001,50742.0,['B-']
0310730000,17496.0,['B-']
0310740000,487.19999999999993,['B-']
0310740001,9.5,[]
0310750000,126.0,['B-']
0310760000,32.6,['B-']
0310770000,13.2,['B-']
0310780000,5.09,['B-']
0310790000,2.847,['B-']
0310800000,1.676,['B-']
0310810000,1.217,['B-']
0310820000,0.599,['B-']
0310830000,0.30810000000000004,['B-']
0310840000,0.085,['B-']
0310850000,0.048,['B-']
0310860000,0.029,['B-']
0320580000,None,[]
0320590000,None,[]
0320600000,0.03,[]
0320610000,0.039,['EC', 'EP']
0320620000,1.5000000000000002e-07,['EC']
0320630000,0.14200000000000002,['EC']
0320640000,63.7,['EC']
0320650000,30.9,['EC']
0320660000,8135.999999999999,['EC']
0320670000,1134.0,['EC']
0320680000,23410080.0,['EC']
0320690000,140580.0,['EC']
0320700000,Inf,None
0320710000,987552.0,['EC']
0320710001,0.02041,['IT']
0320720000,Inf,None
0320730000,Inf,None
0320730001,0.499,['IT']
0320740000,Inf,None
0320750000,4966.8,['B-']
0320750001,47.7,[]
0320760000,Inf,None
0320770000,40680.0,['B-']
0320770001,52.9,[]
0320780000,5280.0,['B-']
0320790000,18.98,['B-']
0320790001,39.0,[]
0320800000,29.5,['B-']
0320810000,7.6,['B-']
0320810001,7.6,[]
0320820000,4.55,['B-']
0320830000,1.85,['B-']
0320840000,0.954,['B-']
0320850000,0.535,['B-']
0320860000,0.095,['B-']
0320870000,0.14,['B-']
0320880000,0.066,['B-']
0320890000,0.039,['B-']
0330600000,None,[]
0330610000,None,[]
0330620000,None,[]
0330630000,None,[]
0330640000,0.018000000000000002,['EC']
0330650000,0.128,['EC']
0330660000,0.09579000000000001,['EC']
0330670000,42.5,['EC']
0330680000,151.6,['EC']
0330690000,913.8000000000001,['EC']
0330700000,3156.0,['EC']
0330710000,235080.0,['EC']
0330720000,93600.0,['EC']
0330730000,6937920.0,['EC']
0330740000,1535328.0,[]
0330750000,Inf,None
0330750001,0.01762,['IT']
0330760000,94464.0,['B-']
0330770000,139788.0,['B-']
0330780000,5442.0,['B-']
0330790000,540.6,['B-']
0330800000,15.2,['B-']
0330810000,33.3,['B-']
0330820000,19.1,['B-']
0330820001,13.6,['B-']
0330830000,13.4,['B-']
0330840000,4.2,['B-']
0330850000,2.021,['B-']
0330860000,0.945,['B-']
0330870000,0.56,['B-']
0330880000,0.112,['B-']
0330890000,0.059,['B-']
0330900000,0.043,['B-']
0330910000,0.044,['B-']
0330920000,0.027,['B-']
0340650000,0.05,['EC']
0340660000,0.033,['EC']
0340670000,0.136,['EC']
0340680000,35.5,['EC']
0340690000,27.4,['EC']
0340700000,2466.0,[]
0340710000,284.40000000000003,['EC']
0340720000,725760.0,['EC']
0340730000,25740.0,['EC']
0340730001,2388.0,[]
0340740000,Inf,None
0340750000,10349856.0,['EC']
0340760000,Inf,None
0340770000,Inf,None
0340770001,17.36,['IT']
0340780000,Inf,None
0340790000,9303120000000.0,['B-']
0340790001,235.2,[]
0340800000,Inf,None
0340810000,1107.0,['B-']
0340810001,3436.8,[]
0340820000,Inf,None
0340830000,1338.0,['B-']
0340830001,70.1,['B-']
0340840000,195.6,['B-']
0340850000,31.7,['B-']
0340860000,14.3,['B-']
0340870000,5.5,['B-']
0340880000,1.53,['B-']
0340890000,0.41,['B-']
0340900000,0.161,['B-']
0340910000,0.27,['B-']
0340920000,0.093,['B-']
0340930000,0.062,['B-']
0340940000,0.059,['B-']
0350670000,None,[]
0350680000,1.2e-06,[]
0350690000,2.4000000000000003e-08,[]
0350700000,0.07909999999999999,['EC']
0350700001,2.2,['EC']
0350710000,21.4,['EC']
0350720000,78.6,['EC']
0350720001,10.6,['IT']
0350730000,204.0,['EC']
0350740000,1524.0,['EC']
0350740001,2760.0,['EC']
0350750000,5802.0,['EC']
0350760000,58320.0,['EC']
0350760001,1.31,[]
0350770000,205329.6,['EC']
0350770001,256.8,['IT']
0350780000,387.0,['EC']
0350790000,Inf,None
0350790001,4.86,['IT']
0350800000,1060.8,[]
0350800001,15913.8,['IT']
0350810000,Inf,None
0350820000,127015.19999999998,['B-']
0350820001,367.8,[]
0350830000,8640.0,['B-']
0350840000,1905.6000000000001,['B-']
0350840001,360.0,['B-']
0350850000,174.0,['B-']
0350860000,55.0,['B-']
0350870000,55.65,['B-']
0350880000,16.29,['B-']
0350890000,4.4,['B-']
0350900000,1.92,['B-']
0350910000,0.541,[]
0350920000,0.343,['B-']
0350930000,0.10200000000000001,['B-']
0350940000,0.07,['B-']
0350950000,0.066,['B-']
0350960000,0.042,['B-']
0350970000,0.04,['B-']
0360690000,0.032,['EC']
0360700000,0.052000000000000005,['EC', 'EP']
0360710000,0.1,['EC', 'EP']
0360720000,17.1,['EC']
0360730000,27.3,[]
0360740000,690.0,['EC']
0360750000,257.4,['EC']
0360760000,53280.0,['EC']
0360770000,4464.0,['EC']
0360780000,7.25328e+27,[]
0360790000,126144.0,['EC']
0360790001,50.0,['IT']
0360800000,Inf,None
0360810000,7221744000000.0,['EC']
0360810001,13.1,[]
0360820000,Inf,None
0360830000,Inf,None
0360830001,6588.0,['IT']
0360840000,Inf,None
0360850000,339201216.0,['B-']
0360850001,16128.000000000002,[]
0360860000,Inf,None
0360870000,4578.0,['B-']
0360880000,10224.0,['B-']
0360890000,189.0,['B-']
0360900000,32.32,['B-']
0360910000,8.57,['B-']
0360920000,1.84,['B-']
0360930000,1.286,['B-']
0360940000,0.212,['B-']
0360950000,0.114,['B-']
0360960000,0.08,['B-']
0360970000,0.063,['B-']
0360980000,0.046,['B-']
0360990000,None,['B-']
0361000000,0.007,['B-']
0370710000,1e-09,['P']
0370720000,1.2e-06,[]
0370730000,3.0000000000000004e-08,['P']
0370740000,0.064776,['EC']
0370750000,19.0,['EC']
0370760000,36.5,['EC']
0370770000,226.2,['EC']
0370780000,1059.6,['EC']
0370780001,344.40000000000003,[]
0370790000,1374.0,['EC']
0370800000,34.0,['EC']
0370810000,16459.2,['EC']
0370810001,1830.0,[]
0370820000,75.45,[]
0370820001,23299.2,[]
0370830000,7447680.0,['EC']
0370840000,2835648.0,[]
0370840001,1215.6000000000001,['IT']
0370850000,Inf,None
0370860000,1609718.4,[]
0370860001,61.019999999999996,['IT']
0370870000,1.5168816e+18,['B-']
0370880000,1066.3799999999999,['B-']
0370890000,909.0,['B-']
0370900000,158.0,['B-']
0370900001,258.0,[]
0370910000,58.4,['B-']
0370920000,4.492,['B-']
0370930000,5.84,['B-']
0370940000,2.702,['B-']
0370950000,0.3777,['B-']
0370960000,0.203,['B-']
0370970000,0.1691,['B-']
0370980000,0.114,['B-']
0370980001,0.096,['B-']
0370990000,0.054,['B-']
0371000000,0.051000000000000004,['B-']
